transaction_id,date,branch_id,product_id,pricing_id,units_sold,unit_buy_price_naira,unit_sell_price_naira
T535,2/17/2024,B1,P4,PR74,115,350,392
T536,4/13/2024,B5,P3,PR64,169,398,437
T537,11/2/2024,B2,P2,PR59,7,197,213
T538,6/19/2024,B1,P5,PR90,77,312,344
T539,10/13/2024,B1,P12,PR46,32,138,154
T540,1/21/2024,B4,P7,PR109,32,114,124
T541,10/22/2024,B2,P5,PR94,29,225,284
T542,7/3/2024,B3,P3,PR67,44,318,346
T543,2/18/2024,B1,P2,PR50,67,212,231
T544,6/15/2024,B-Unknown,P12,PR42,51,197,218
T545,5/11/2024,B2,P5,PR89,45,55,116
T546,5/2/2024,B1,P10,PR17,88,247,285
T547,9/7/2024,B2,P10,PR21,46,259,288
T548,3/19/2024,B5,P11,PR27,92,133,187
T549,3/2/2024,B5,P2,PR51,185,287,350
T550,6/14/2024,B3,P1,PR12,26,264,287
T551,6/24/2024,B1,P2,PR54,121,200,280
T552,2/15/2024,B2,P4,PR74,60,350,392
T553,4/14/2024,B4,P4,PR76,138,136,152
T554,1/20/2024,B6,P12,PR37,87,193,254
T555,1/26/2024,B3,P5,PR85,72,206,245
T556,10/25/2024,B6,P3,PR70,130,447,505
T557,6/4/2024,B4,P1,PR6,129,264,287
T558,11/23/2024,B1,P7,PR119,24,117,132
T559,2/4/2024,B4,P11,PR26,68,185,207
T560,10/21/2024,B6,P9,PR142,26,321,374
T561,12/15/2024,B6,P5,PR96,29,209,231
T562,10/31/2024,B1,P6,PR106,59,62,118
T563,2/26/2024,B2,P12,PR38,73,215,233
T564,6/20/2024,B4,P7,PR114,47,190,213
T565,11/13/2024,B2,P1,PR11,32,247,267
T566,3/2/2024,B2,P4,PR75,184,344,384
T567,7/4/2024,B3,P3,PR67,69,318,346
T568,3/15/2024,B1,P8,PR129,44,321,352
T569,3/30/2024,B6,P2,PR51,134,287,350
T570,2/21/2024,B6,P7,PR110,85,107,122
T571,8/1/2024,B3,P2,PR56,131,263,320
T572,6/5/2024,B1,P9,PR138,68,181,202
T573,12/1/2024,B1,P12,PR48,36,327,362
T574,12/15/2024,B6,P2,PR60,58,149,185
T575,11/6/2024,B1,P10,PR23,34,191,234
T576,5/18/2024,B4,P3,PR65,67,378,414
T577,3/29/2024,B2,P10,PR15,135,113,123
T578,5/29/2024,B6,P7,PR113,23,114,128
T579,2/13/2024,B3,P9,PR134,68,436,478
T580,6/14/2024,B2,P3,PR66,135,373,413
T581,9/21/2024,B4,P1,PR9,0,168,208
T582,7/3/2024,B4,P10,PR19,43,297,375
T583,1/30/2024,B3,P8,PR124,101,331,371
T584,7/4/2024,B2,P6,PR103,60,327,358
T585,11/14/2024,B3,P12,PR47,37,219,295
T586,1/23/2024,B6,P3,PR61,88,218,240
T587,7/29/2024,B3,P2,PR55,80,320,355
T588,11/18/2024,B5,P2,PR59,31,197,213
T589,7/3/2024,B4,P11,PR31,84,360,400
T590,12/30/2024,B6,P2,PR60,32,149,185
T591,3/1/2024,B3,P6,PR99,110,328,355
T592,6/28/2024,B3,P3,PR66,57,373,413
T593,3/9/2024,B6,P4,PR75,161,344,384
T594,1/30/2024,B6,P8,PR124,115,331,371
T595,3/8/2024,B1,P3,PR63,138,436,489
T596,11/28/2024,B6,P6,PR107,23,324,357
T597,7/15/2024,B5,P8,PR127,55,95,135
T598,5/19/2024,B6,P8,PR125,47,197,215
T599,10/18/2024,B4,P2,PR58,86,211,230
T600,11/18/2024,B5,P3,PR71,46,108,145
T601,1/17/2024,B6,P1,PR1,143,227,249
T602,6/23/2024,B5,P5,PR90,87,312,344
T603,10/1/2024,B4,P10,PR22,23,218,237
T604,7/10/2024,B2,P2,PR55,87,320,355
T605,12/7/2024,B1,P1,PR12,47,169,191
T606,11/24/2024,B6,P12,PR47,41,219,295
T607,12/28/2024,B1,P8,PR132,34,134,146
T608,7/25/2024,B1,P3,PR67,89,318,346
T609,8/12/2024,B3,P4,PR80,72,209,227
T610,1/12/2024,B1,P10,PR13,22,494,554
T611,11/24/2024,B6,P10,PR23,45,191,234
T612,3/24/2024,B1,P8,PR123,140,321,352
T613,3/30/2024,B1,P10,PR15,105,113,123
T614,6/24/2024,B3,P2,PR54,56,200,280
T615,6/12/2024,B5,P12,PR42,36,197,218
T616,7/18/2024,B5,P4,PR79,91,373,410
T617,8/11/2024,B1,P10,PR20,69,94,146
T618,2/26/2024,B5,P4,PR74,127,350,392
T619,9/30/2024,B6,P2,PR57,0,213,253
T620,4/15/2024,B1,P1,PR4,125,229,254
T621,10/29/2024,B6,P3,PR70,66,447,505
T622,12/27/2024,B4,P12,PR48,9,327,362
T623,3/27/2024,B5,P6,PR99,90,328,355
T624,3/13/2024,B2,P2,PR51,189,287,350
T625,1/3/2024,B1,P6,PR97,0,273,302
T626,8/26/2024,B5,P1,PR8,99,93,149
T627,11/22/2024,B1,P8,PR131,31,328,361
T628,12/29/2024,B4,P2,PR60,21,149,185
T629,1/2/2024,B5,P2,PR49,35,222,272
T630,10/31/2024,B3,P7,PR118,0,243,314
T631,8/22/2024,B2,P6,PR104,20,326,360
T632,9/16/2024,B2,P12,PR45,46,164,216
T633,12/9/2024,B6,P6,PR108,12,128,143
T634,2/18/2024,B2,P2,PR50,81,212,231
T635,9/9/2024,B6,P8,PR129,62,113,122
T636,12/20/2024,B4,P8,PR132,18,134,146
T637,11/8/2024,B1,P8,PR131,18,328,361
T638,12/9/2024,B1,P9,PR144,13,168,184
T639,4/2/2024,B3,P8,PR124,97,230,250
T640,6/2/2024,B4,P5,PR90,23,312,344
T641,3/24/2024,B3,P9,PR135,120,456,514
T642,5/20/2024,B3,P4,PR77,30,250,280
T643,6/17/2024,B1,P1,PR6,82,264,287
T644,6/9/2024,B5,P6,PR102,63,336,374
T645,1/28/2024,B5,P9,PR133,88,403,438
T646,12/19/2024,B1,P9,PR144,10,168,184
T647,5/13/2024,B6,P6,PR101,35,260,300
T648,3/26/2024,B3,P10,PR15,96,113,123
T649,1/15/2024,B5,P2,PR49,71,222,272
T650,3/13/2024,B1,P9,PR135,68,456,514
T651,2/4/2024,B5,P7,PR110,21,107,122
T652,2/27/2024,B3,P10,PR14,0,127,139
T653,8/18/2024,B2,P3,PR68,44,117,158
T654,8/15/2024,B2,P10,PR20,32,94,146
T655,1/16/2024,B1,P6,PR97,48,273,302
T656,7/22/2024,B6,P2,PR52,96,122,355
T657,5/14/2024,B5,P3,PR65,33,378,414
T658,10/25/2024,B2,P4,PR82,35,380,422
T659,3/15/2024,B2,P5,PR90,89,300,335
T660,9/24/2024,B4,P9,PR141,34,258,345
T661,1/16/2024,B2,P4,PR73,72,295,360
T662,11/24/2024,B3,P12,PR47,21,219,295
T663,1/16/2024,B4,P12,PR37,76,193,254
T664,3/1/2024,B3,P12,PR39,121,107,119
T665,7/3/2024,B1,P12,PR43,80,114,123
T666,9/17/2024,B4,P4,PR81,129,195,219
T667,3/15/2024,B-Unknown,P1,PR2,113,322,309
T668,4/18/2024,B2,P2,PR52,104,122,149
T669,2/8/2024,B4,P12,PR38,60,215,233
T670,9/3/2024,B1,P11,PR33,64,324,375
T671,11/25/2024,B4,P12,PR47,7,219,295
T672,12/6/2024,B3,P8,PR132,13,134,146
T673,1/22/2024,B1,P5,PR85,43,206,245
T674,5/26/2024,B5,P12,PR41,37,306,332
T675,4/12/2024,B6,P2,PR52,145,122,149
T676,9/8/2024,B3,P9,PR141,47,258,345
T677,8/21/2024,B2,P11,PR32,81,385,419
T678,6/24/2024,B2,P6,PR102,22,336,374
T679,1/1/2024,B4,P3,PR61,81,218,240
T680,3/11/2024,B2,P11,PR27,137,133,187
T681,9/24/2024,B5,P3,PR69,100,308,334
T682,8/19/2024,B2,P6,PR104,52,326,360
T683,5/17/2024,B1,P10,PR17,72,247,285
T684,5/28/2024,B6,P2,PR53,89,225,254
T685,11/30/2024,B5,P10,PR23,37,191,234
T686,10/27/2024,B2,P9,PR142,67,321,374
T687,8/11/2024,B6,P2,PR56,79,263,320
T688,5/1/2024,B-Unknown,P6,PR101,66,260,300
T689,12/24/2024,B6,P10,PR24,8,338,371
T690,3/15/2024,B2,P1,PR6,113,277,309
T691,8/26/2024,B2,P5,PR92,49,137,153
T692,1/30/2024,B3,P5,PR88,106,224,245
T693,3/6/2024,B5,P4,PR75,143,344,384
T694,8/3/2024,B3,P9,PR140,29,114,174
T695,10/22/2024,B3,P7,PR118,65,243,314
T696,3/30/2024,B6,P12,PR39,62,107,119
T697,5/29/2024,B2,P7,PR113,46,114,128
T698,7/8/2024,B6,P11,PR31,70,360,400
T699,10/28/2024,B-Unknown,P1,PR10,74,233,260
T700,5/19/2024,B3,P1,PR5,45,261,284
T701,12/30/2024,B-Unknown,P4,PR84,7,325,352
T702,2/7/2024,B4,P7,PR110,64,107,122
T703,5/12/2024,B1,P5,PR89,27,55,116
T705,9/13/2024,B5,P12,PR45,38,164,216
T706,1/27/2024,B4,P3,PR61,107,218,240
T707,2/18/2024,B2,P2,PR50,53,212,231
T708,11/14/2024,B2,P2,PR59,53,197,213
T709,5/12/2024,B1,P7,PR113,74,114,128
T710,1/16/2024,B5,P4,PR73,31,295,360
T711,4/8/2024,B1,P3,PR64,145,398,437
T712,4/25/2024,B6,P12,PR40,103,248,299
T713,6/5/2024,B2,P1,PR6,80,264,287
T714,3/30/2024,B5,P9,PR135,91,456,514
T715,9/23/2024,B1,P5,PR93,80,344,385
T716,12/3/2024,B3,P2,PR60,0,149,185
T717,9/1/2024,B4,P10,PR21,73,259,288
T718,6/10/2024,B3,P8,PR126,26,190,240
T719,3/9/2024,B3,P1,PR3,177,277,309
T720,12/2/2024,B1,P2,PR60,38,149,185
T721,1/17/2024,B5,P11,PR25,55,295,350
T722,7/27/2024,B3,P3,PR67,68,318,346
T723,3/4/2024,B6,P4,PR75,199,344,384
T724,7/16/2024,B4,P12,PR43,48,114,123
T725,7/20/2024,B-Unknown,P10,PR19,45,297,375
T726,2/24/2024,B6,P7,PR110,63,107,122
T727,3/17/2024,B6,P8,PR123,101,321,352
T728,4/6/2024,B1,P9,PR136,113,160,194
T729,5/10/2024,B3,P8,PR125,25,197,215
T730,5/16/2024,B4,P5,PR89,58,55,116
T731,5/25/2024,B5,P2,PR53,63,225,254
T732,5/5/2024,B2,P9,PR137,26,512,566
T733,6/6/2024,B2,P11,PR30,131,382,413
T734,5/2/2024,B2,P7,PR113,63,114,128
T735,6/12/2024,B3,P3,PR66,138,373,413
T736,8/28/2024,B1,P12,PR44,47,324,365
T737,3/1/2024,B1,P5,PR87,63,259,335
T738,4/11/2024,B3,P12,PR40,111,248,299
T739,11/22/2024,B6,P9,PR143,41,269,348
T740,6/8/2024,B5,P10,PR18,65,328,363
T741,2/5/2024,B3,P12,PR38,77,215,233
T742,10/4/2024,B1,P5,PR94,35,225,284
T743,4/4/2024,B2,P7,PR112,97,279,304
T744,11/5/2024,B6,P1,PR11,27,247,267
T745,12/29/2024,B2,P2,PR60,42,149,185
T746,7/22/2024,B5,P7,PR117,84,309,344
T747,7/12/2024,B1,P7,PR115,41,272,344
T748,10/18/2024,B6,P5,PR94,26,225,284
T749,12/30/2024,B2,P4,PR84,54,325,352
T750,11/19/2024,B4,P12,PR47,6,219,295
T751,4/20/2024,B3,P7,PR112,140,279,304
T752,3/25/2024,B2,P10,PR15,90,113,123
T753,4/28/2024,B1,P8,PR124,82,230,250
T754,8/24/2024,B1,P10,PR20,47,94,146
T755,9/7/2024,B2,P1,PR9,125,168,208
T756,6/12/2024,B6,P12,PR42,41,197,218
T757,5/5/2024,B3,P4,PR77,66,250,280
T758,6/7/2024,B3,P3,PR66,69,373,413
T759,4/4/2024,B3,P6,PR100,121,329,357
T760,8/29/2024,B5,P7,PR116,45,251,282
T761,3/27/2024,B4,P4,PR75,99,344,384
T762,6/20/2024,B5,P5,PR90,70,312,344
T763,6/14/2024,B6,P1,PR10,40,264,287
T764,12/30/2024,B2,P9,PR144,30,168,184
T765,10/10/2024,B3,P9,PR142,20,321,374
T766,12/13/2024,B2,P6,PR108,25,128,143
T767,10/8/2024,B1,P7,PR118,71,243,314
T768,11/11/2024,B-Unknown,P5,PR95,35,103,115
T769,1/11/2024,B4,P5,PR85,90,206,245
T770,2/29/2024,B3,P5,PR86,52,115,180
T771,1/9/2024,B6,P5,PR85,69,206,245
T772,1/30/2024,B-Unknown,P1,PR10,91,227,249
T773,6/14/2024,B2,P1,PR7,39,264,287
T774,6/8/2024,B1,P4,PR78,63,360,390
T775,3/14/2024,B6,P7,PR111,130,105,115
T776,9/11/2024,B2,P10,PR21,69,259,288
T777,11/1/2024,B6,P3,PR71,31,108,145
T778,12/21/2024,B2,P9,PR144,15,168,184
T779,4/11/2024,B4,P8,PR124,105,230,250
T780,6/15/2024,B1,P6,PR102,72,336,374
T781,12/10/2024,B6,P10,PR24,16,338,371
T782,12/1/2024,B1,P1,PR12,49,169,191
T783,8/19/2024,B2,P12,PR44,22,324,365
T784,1/25/2024,B4,P7,PR109,86,114,124
T785,3/21/2024,B1,P10,PR15,60,113,123
T786,7/4/2024,B4,P6,PR103,44,327,358
T787,6/19/2024,B2,P12,PR42,40,197,218
T788,12/6/2024,B5,P8,PR132,5,134,146
T789,5/14/2024,B4,P8,PR125,63,197,215
T790,5/20/2024,B-Unknown,P2,PR53,137,225,254
T791,10/27/2024,B4,P7,PR118,74,243,314
T792,5/21/2024,B4,P2,PR53,110,225,254
T793,11/28/2024,B3,P5,PR95,11,103,115
T794,4/19/2024,B4,P2,PR52,131,122,149
T795,10/19/2024,B4,P10,PR22,55,218,237
T796,1/30/2024,B6,P10,PR24,35,494,554
T797,5/31/2024,B4,P1,PR5,141,261,284
T798,5/7/2024,B1,P11,PR29,110,189,235
T799,4/20/2024,B3,P12,PR40,136,248,299
T800,6/24/2024,B-Unknown,P8,PR126,43,190,240
T290,9/3/2024,B4,P6,PR105,41,318,358
