transaction_id,date,branch_id,product_id,pricing_id,units_sold,unit_buy_price_naira,unit_sell_price_naira
T531,Oct 9 2024,B6,P3,PR64,129,398,475
T532,5/29/2024,B2,P4,PR77,,250,346
T533,8/8/2024,B6,P5,PR92,71,137,177
T534,9/25/2024,B4,P7,PR117,29,97,116
T535,2/17/2024,B1,P4,PR74,115,350,404
T536,4/13/2024,B5,P3,PR64,169,398,475
T537,11/2/2024,B2,P2,PR59,7,197,217
T538,6/19/2024,B1,P5,PR90,77,312,367
T539,10/13/2024,B1,P12,PR46,32,138,212
T540,1/21/2024,B4,P7,PR109,32,114,139
T541,10/22/2024,B2,P5,PR94,29,256,372
T542,7/3/2024,B3,P3,PR67,44,318,376
T543,2/18/2024,B1,P2,PR50,67,212,257
T544,6/15/2024,B-UNKNOWN,P12,PR42,51,197,274
T545,5/11/2024,B2,P5,PR89,45,103,127
T546,5/2/2024,B1,P10,PR17,88,260,287
T547,9/7/2024,B2,P10,PR21,46,259,272
T548,3/19/2024,B5,P11,PR27,92,172,300
T549,3/2/2024,B5,P2,PR51,185,310,402
T550,14/06/2024,B3,P1,PR12,26,169,171
T551,6/24/2024,B1,P2,PR54,121,249,359
T552,2/15/2024,B2,P4,PR74,60,350,404
T553,4/14/2024,B4,P4,PR76,138,136,209
T554,1/20/2024,B6,P12,PR37,87,232,377
T555,1/26/2024,B3,P5,PR85,72,224,333
T556,10/25/2024,B6,P3,PR70,130,447,563
T557,6/4/2024,B4,P1,PR6,129,264,273
T558,11/23/2024,B1,P7,PR119,24,117,144
T559,2/4/2024,B4,P11,PR26,68,185,266
T560,10/21/2024,B6,P9,PR142,26,342,439
T561,12/15/2024,B6,P5,PR96,29,209,255
T562,10/31/2024,B1,P6,PR106,59,108,211
T563,2/26/2024,B2,P12,PR38,73,215,216
T564,6/20/2024,B4,P7,PR114,47,190,244
T565,11/13/2024,B2,P1,PR11,32,247,287
T566,3/2/2024,B2,P4,PR75,184,344,434
T567,7/4/2024,B3,P3,PR67,69,318,376
T568,15-03-2024,B1,P8,PR129,44,113,134
T569,3/30/2024,B6,P2,PR51,134,310,402
T570,2/21/2024,B6,P7,PR110,85,113,193
T571,8/1/2024,B3,P2,PR56,131,284,413
T572,6/5/2024,B1,P9,PR138,68,181,197
T573,12/1/2024,B1,P12,PR48,36,327,413
T574,12/15/2024,B6,P2,PR60,58,169,219
T575,11/6/2024,B1,P10,PR23,34,214,275
T576,5/18/2024,B4,P3,PR65,67,378,460
T577,3/29/2024,B2,P10,PR15,135,113,252
T578,5/29/2024,B6,P7,PR113,23,114,143
T579,2/13/2024,B3,P9,PR134,68,436,517
T580,6/14/2024,B2,P3,PR66,135,373,455
T581,9/21/2024,B4,P1,PR9,,187,319
T582,7/3/2024,B4,P10,PR19,43,340,347
T583,2024.01.30,B3,P8,PR124,101,230,351
T584,7/4/2024,B2,P6,PR103,60,327,407
T585,11/14/2024,B3,P12,PR47,37,269,387
T586,1/23/2024,B6,P3,PR61,88,218,319
T587,7/29/2024,B3,P2,PR55,80,320,406
T588,11/18/2024,B5,P2,PR59,31,197,217
T589,7/3/2024,B4,P11,PR31,84,360,440
T590,12/30/2024,B6,P2,PR60,32,169,219
T591,3/1/2024,B3,P6,PR99,110,328,396
T592,6/28/2024,B3,P3,PR66,57,373,455
T593,3/9/2024,B6,P4,PR75,161,344,434
T594,2024.01.30,B6,P8,PR124,115,230,351
T595,3/8/2024,B1,P3,PR63,138,436,575
T596,11/28/2024,B6,P6,PR107,23,324,394
T597,7/15/2024,B5,P8,PR127,55,120,240
T598,5/19/2024,B6,P8,PR125,47,197,312
T599,10/18/2024,B4,P2,PR58,86,211,281
T600,11/18/2024,B5,P3,PR71,46,130,151
T601,1/17/2024,B6,P1,PR1,143,227,282
T602,6/23/2024,B5,P5,PR90,87,312,367
T603,10/1/2024,B4,P10,PR22,23,218,340
T604,7/10/2024,B2,P2,PR55,87,320,406
T605,12/7/2024,B1,P1,PR12,47,169,171
T606,11/24/2024,B6,P12,PR47,41,269,387
T607,12/28/2024,B1,P8,PR132,34,134,280
T608,7/25/2024,B1,P3,PR67,89,318,376
T609,8/12/2024,B3,P4,PR80,72,209,265
T610,1/12/2024,B1,P10,PR13,22,494,598
T611,11/24/2024,B6,P10,PR23,45,214,275
T612,3/24/2024,B1,P8,PR123,140,321,384
T613,3/30/2024,B1,P10,PR15,105,113,252
T614,6/24/2024,B3,P2,PR54,56,249,359
T615,6/12/2024,B5,P12,PR42,36,197,274
T616,7/18/2024,B5,P4,PR79,91,373,454
T617,8/11/2024,B1,P10,PR20,69,133,137
T618,2/26/2024,B5,P4,PR74,127,350,404
T619,9/30/2024,B6,P2,PR57,,233,333
T620,4/15/2024,B1,P1,PR4,125,229,287
T621,10/29/2024,B6,P3,PR70,66,447,563
T622,12/27/2024,B4,P12,PR48,9,327,413
T623,3/27/2024,B5,P6,PR99,90,328,396
T624,3/13/2024,B2,P2,PR51,189,310,402
T625,1/3/2024,B1,P6,PR97,,273,330
T626,8/26/2024,B5,P1,PR8,99,133,163
T627,11/22/2024,B1,P8,PR131,31,328,426
T628,12/29/2024,B4,P2,PR60,21,169,219
T629,1/2/2024,B5,P2,PR49,35,246,380
T630,10/31/2024,B3,P7,PR118,,288,367
T631,8/22/2024,B2,P6,PR104,20,326,379
T632,9/16/2024,B2,P12,PR45,46,198,318
T633,12/9/2024,B6,P6,PR108,12,128,128
T634,2/18/2024,B2,P2,PR50,81,212,257
T635,9/9/2024,B6,P8,PR129,62,113,134
T636,12/20/2024,B4,P8,PR132,18,134,280
T637,11/8/2024,B1,P8,PR131,18,328,426
T638,12/9/2024,B1,P9,PR144,13,168,287
T639,4/2/2024,B3,P8,PR124,97,230,351
T640,6/2/2024,B4,P5,PR90,23,312,367
T641,3/24/2024,B3,P9,PR135,120,456,549
T642,5/20/2024,B3,P4,PR77,30,250,346
T643,6/17/2024,B1,P1,PR6,82,264,273
T644,6/9/2024,B5,P6,PR102,63,336,437
T645,1/28/2024,B5,P9,PR133,88,403,491
T646,12/19/2024,B1,P9,PR144,10,168,287
T647,5/13/2024,B6,P6,PR101,35,277,280
T648,3/26/2024,B3,P10,PR15,96,113,252
T649,1/15/2024,B5,P2,PR49,71,246,380
T650,3/13/2024,B1,P9,PR135,68,456,549
T651,2/4/2024,B5,P7,PR110,21,113,193
T652,2/27/2024,B3,P10,PR14,,127,190
T653,8/18/2024,B2,P3,PR68,44,141,167
T654,8/15/2024,B2,P10,PR20,32,133,137
T655,1/16/2024,B1,P6,PR97,48,273,330
T656,7/22/2024,B6,P2,PR52,96,133,269
T657,5/14/2024,B5,P3,PR65,33,378,460
T658,10/25/2024,B2,P4,PR82,35,380,445
T659,15-03-2024,B2,P5,PR90,89,312,367
T660,9/24/2024,B4,P9,PR141,34,306,412
T661,1/16/2024,B2,P4,PR73,72,333,442
T662,11/24/2024,B3,P12,PR47,21,269,387
T663,1/16/2024,B4,P12,PR37,76,232,377
T664,3/1/2024,B3,P12,PR39,121,107,192
T665,7/3/2024,B1,P12,PR43,80,114,238
T666,9/17/2024,B4,P4,PR81,129,195,252
T667,15-03-2024,B-UNKNOWN,P1,PR2,113,345,463
T668,4/18/2024,B2,P2,PR52,104,133,269
T669,2/8/2024,B4,P12,PR38,60,215,216
T670,9/3/2024,B1,P11,PR33,64,346,400
T671,11/25/2024,B4,P12,PR47,7,269,387
T672,12/6/2024,B3,P8,PR132,13,134,280
T673,1/22/2024,B1,P5,PR85,43,224,333
T674,5/26/2024,B5,P12,PR41,37,306,380
T675,4/12/2024,B6,P2,PR52,145,133,269
T676,9/8/2024,B3,P9,PR141,47,306,412
T677,8/21/2024,B2,P11,PR32,81,385,436
T678,6/24/2024,B2,P6,PR102,22,336,437
T679,1/1/2024,B4,P3,PR61,81,218,319
T680,3/11/2024,B2,P11,PR27,137,172,300
T681,9/24/2024,B5,P3,PR69,100,308,369
T682,8/19/2024,B2,P6,PR104,52,326,379
T683,5/17/2024,B1,P10,PR17,72,260,287
T684,5/28/2024,B6,P2,PR53,89,225,278
T685,11/30/2024,B5,P10,PR23,37,214,275
T686,10/27/2024,B2,P9,PR142,67,342,439
T687,8/11/2024,B6,P2,PR56,79,284,413
T688,5/1/2024,B-UNKNOWN,P6,PR101,66,277,280
T689,12/24/2024,B6,P10,PR24,8,338,477
T690,15-03-2024,B2,P1,PR6,113,264,273
T691,8/26/2024,B2,P5,PR92,49,137,177
T692,2024.01.30,B3,P5,PR88,106,170,262
T693,3/6/2024,B5,P4,PR75,143,344,434
T694,8/3/2024,B3,P9,PR140,29,154,169
T695,10/22/2024,B3,P7,PR118,65,288,367
T696,3/30/2024,B6,P12,PR39,62,107,192
T697,5/29/2024,B2,P7,PR113,46,114,143
T698,7/8/2024,B6,P11,PR31,70,360,440
T699,10/28/2024,B-UNKNOWN,P1,PR10,74,233,268
T700,5/19/2024,B3,P1,PR5,45,261,389
T701,12/30/2024,B-UNKNOWN,P4,PR84,7,325,328
T702,2/7/2024,B4,P7,PR110,64,113,193
T703,5/12/2024,B1,P5,PR89,27,103,127
T704,Oct 9 2024,B3,P8,PR122,26,145,228
T705,9/13/2024,B5,P12,PR45,38,198,318
T706,1/27/2024,B4,P3,PR61,107,218,319
T707,2/18/2024,B2,P2,PR50,53,212,257
T708,11/14/2024,B2,P2,PR59,53,197,217
T709,5/12/2024,B1,P7,PR113,74,114,143
T710,1/16/2024,B5,P4,PR73,31,333,442
T711,4/8/2024,B1,P3,PR64,145,398,475
T712,4/25/2024,B6,P12,PR40,103,271,363
T713,6/5/2024,B2,P1,PR6,80,264,273
T714,3/30/2024,B5,P9,PR135,91,456,549
T715,9/23/2024,B1,P5,PR93,80,344,420
T716,12/3/2024,B3,P2,PR60,,169,219
T717,9/1/2024,B4,P10,PR21,73,259,272
T718,6/10/2024,B3,P8,PR126,26,218,287
T719,3/9/2024,B3,P1,PR3,177,277,401
T720,12/2/2024,B1,P2,PR60,38,169,219
T721,1/17/2024,B5,P11,PR25,55,317,416
T722,7/27/2024,B3,P3,PR67,68,318,376
T723,3/4/2024,B6,P4,PR75,199,344,434
T724,7/16/2024,B4,P12,PR43,48,114,238
T725,7/20/2024,B-UNKNOWN,P10,PR19,45,340,347
T726,2/24/2024,B6,P7,PR110,63,113,193
T727,3/17/2024,B6,P8,PR123,101,321,384
T728,4/6/2024,B1,P9,PR136,113,177,252
T729,5/10/2024,B3,P8,PR125,25,197,312
T730,5/16/2024,B4,P5,PR89,58,103,127
T731,5/25/2024,B5,P2,PR53,63,225,278
T732,5/5/2024,B2,P9,PR137,26,512,594
T733,6/6/2024,B2,P11,PR30,131,382,484
T734,5/2/2024,B2,P7,PR113,63,114,143
T735,6/12/2024,B3,P3,PR66,138,373,455
T736,8/28/2024,B1,P12,PR44,47,324,394
T737,3/1/2024,B1,P5,PR87,63,300,326
T738,4/11/2024,B3,P12,PR40,111,271,363
T739,11/22/2024,B6,P9,PR143,41,315,450
T740,6/8/2024,B5,P10,PR18,65,328,446
T741,2/5/2024,B3,P12,PR38,77,215,216
T742,10/4/2024,B1,P5,PR94,35,256,372
T743,4/4/2024,B2,P7,PR112,97,279,419
T744,11/5/2024,B6,P1,PR11,27,247,287
T745,12/29/2024,B2,P2,PR60,42,169,219
T746,7/22/2024,B5,P7,PR117,84,97,116
T747,7/12/2024,B1,P7,PR115,41,309,429
T748,10/18/2024,B6,P5,PR94,26,256,372
T749,12/30/2024,B2,P4,PR84,54,325,328
T750,11/19/2024,B4,P12,PR47,6,269,387
T751,4/20/2024,B3,P7,PR112,140,279,419
T752,3/25/2024,B2,P10,PR15,90,113,252
T753,4/28/2024,B1,P8,PR124,82,230,351
T754,8/24/2024,B1,P10,PR20,47,133,137
T755,9/7/2024,B2,P1,PR9,125,187,319
T756,6/12/2024,B6,P12,PR42,41,197,274
T757,5/5/2024,B3,P4,PR77,66,250,346
T758,6/7/2024,B3,P3,PR66,69,373,455
T759,4/4/2024,B3,P6,PR100,121,329,405
T760,8/29/2024,B5,P7,PR116,45,251,292
T761,3/27/2024,B4,P4,PR75,99,344,434
T762,6/20/2024,B5,P5,PR90,70,312,367
T763,14/06/2024,B6,P1,PR10,40,233,268
T764,12/30/2024,B2,P9,PR144,30,168,287
T765,10/10/2024,B3,P9,PR142,20,342,439
T766,12/13/2024,B2,P6,PR108,25,128,128
T767,10/8/2024,B1,P7,PR118,71,288,367
T768,11/11/2024,B-UNKNOWN,P5,PR95,35,103,210
T769,1/11/2024,B4,P5,PR85,90,224,333
T770,2/29/2024,B3,P5,PR86,52,164,215
T771,1/9/2024,B6,P5,PR85,69,224,333
T772,2024.01.30,B-UNKNOWN,P1,PR10,91,233,268
T773,14/06/2024,B2,P1,PR7,39,185,308
T774,6/8/2024,B1,P4,PR78,63,360,420
T775,3/14/2024,B6,P7,PR111,130,105,126
T776,9/11/2024,B2,P10,PR21,69,259,272
T777,11/1/2024,B6,P3,PR71,31,130,151
T778,12/21/2024,B2,P9,PR144,15,168,287
T779,4/11/2024,B4,P8,PR124,105,230,351
T780,6/15/2024,B1,P6,PR102,72,336,437
T781,12/10/2024,B6,P10,PR24,16,338,477
T782,12/1/2024,B1,P1,PR12,49,169,171
T783,8/19/2024,B2,P12,PR44,22,324,394
T784,1/25/2024,B4,P7,PR109,86,114,139
T785,3/21/2024,B1,P10,PR15,60,113,252
T786,7/4/2024,B4,P6,PR103,44,327,407
T787,6/19/2024,B2,P12,PR42,40,197,274
T788,12/6/2024,B5,P8,PR132,5,134,280
T789,5/14/2024,B4,P8,PR125,63,197,312
T790,5/20/2024,B-UNKNOWN,P2,PR53,137,225,278
T791,10/27/2024,B4,P7,PR118,74,288,367
T792,5/21/2024,B4,P2,PR53,110,225,278
T793,11/28/2024,B3,P5,PR95,11,103,210
T794,4/19/2024,B4,P2,PR52,131,133,269
T795,10/19/2024,B4,P10,PR22,55,218,340
T796,2024.01.30,B6,P10,PR24,35,338,477
T797,5/31/2024,B4,P1,PR5,141,261,389
T798,5/7/2024,B1,P11,PR29,110,212,339
T799,4/20/2024,B3,P12,PR40,136,271,363
T800,6/24/2024,B-UNKNOWN,P8,PR126,43,218,287
T9,6/24/2024,B1,P10,PR18,77,328,446
T511,3/31/2024,B1,P2,PR51,169,310,402
T176,8/18/2024,B3,P2,PR56,43,284,413
T736,8/28/2024,B1,P12,PR44,47,324,394
T243,8/6/2024,B6,P6,PR104,29,326,379
T765,10/10/2024,B3,P9,PR142,20,342,439
T541,10/22/2024,B2,P5,PR94,29,256,372
T431,1/11/2024,B3,P8,PR121,76,331,398
T85,5/14/2024,B6,P5,PR89,36,103,127
T643,6/17/2024,B1,P1,PR6,82,264,273
T256,1/28/2024,B4,P12,PR37,86,232,377
T112,8/3/2024,B1,P2,PR56,72,284,413
T290,9/3/2024,B4,P6,PR105,41,318,387
T350,15-03-2024,B5,P7,PR114,73,190,244
T704,15-03-2024,B3,P8,PR122,26,145,228
T522,4/12/2024,B5,P12,PR40,131,271,363
